,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
CEP,2.2678232192993164,0.02803211286664,3.296322016473539,0.19435455393628,1.865855828620352,0.3866666666666666,0.0254785243864496
DSCT,1.6397782564163208,0.00153596157906575,0.08675898859224579,0.045274614581281,2.346768817273748,0.3459139587861014,0.37649840419681146
RR,1.5264011025428772,0.06774345040321345,0.58038310209606,0.2426150335892992,2.198345111183935,0.38662272998970904,0.025442247760347397
RRc,1.513747751712799,0.02535448316484685,0.3331988806963707,0.17066169108689386,1.531788708320059,0.4270266616548295,0.06516033135163996
