,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
CEP,2.1581709384918217,0.046596332453191294,4.067889298887767,0.1188864159343743,0.492662289519294,0.09017517136329023,0.0500855175266741
DSCT,1.2136534750461578,0.006646771573286975,0.04008238528120864,0.07600240905915778,0.6457256843807007,0.06071609121201221,0.49210656706601474
RR,1.3100130259990692,0.09032202791422611,0.11960081021493729,0.09428552646287197,0.25198694097446417,0.06914277940837399,0.05262667751134125
RRc,1.4720525741577148,0.0214301045052707,0.0743474477895254,0.03402333783807887,0.40071393355426466,0.1005596742417812,0.1716614519354125
