,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
CEP,3.1901456454580805,6.393705273550724,0.25861393704050395,0.10376648701089904,1.8656477447856088,0.07674370360963094,0.27060382841186065
DSCT,2.2008273344692855,0.03808250056065442,0.44107153384127357,0.06754716108888513,1.4993253413402303,0.03831311103374435,0.0735724678205676
RR,3.998690269396911,0.9485755304729404,0.2780644388715341,0.0969134651681737,1.4501724367290878,0.05076978595801198,0.124985634979489
RRc,3.469318722535704,0.12029004608861395,0.29881788708602336,0.05018255827757177,1.5382668085162075,0.04578919536006233,0.13110919826139733
