,Feature_0,Feature_1,Feature_2,Feature_3
CEP,6.850022877916105,0.2675547196175143,0.07893718866648124,1.6719730584241368
DSCT,0.03135010085118775,0.42782881153973806,0.04553637722059873,1.6780620500324523
RR,0.4404123537332366,0.2834907913346875,0.06403332606525375,1.5802984323178964
RRc,0.1379688727389869,0.291822338069958,0.03305371425704417,2.1910099489231256
