,Feature_0,Feature_1,Feature_2,Feature_3
CEP,3.334801590198654,0.1111251121787559,0.19599280187204876,2.1820038318837875
DSCT,0.08406616824136526,0.8069522110798457,0.046402723861745654,2.9550920520725468
RR,0.5828228716132076,0.1567424337748719,0.2407618197978174,1.9362890421612113
RRc,0.3339426243121591,0.1874071431602685,0.171102966667361,4.051102067807157
