,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
EA,1.6245665550231934,1.0,0.1594533029612756,3.61307140405876,0.7003649658318671
NotEA,2.322780966758728,1.0,0.3372262360107664,-0.36102557879408453,0.8298492552732031
