,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
EA,1.5967884063720703,1.0,0.159217877094972,0.3043517999999992,3.483165578925315,0.7040688505447951
NotEA,2.4696384668350224,2.0,0.3386752136752137,-0.0001773750000015,-0.49357297521670884,0.8356175452963757
