,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
EA,1.8397867319802943,13.128185181460744,0.06046154505792814,0.25597399402421384,8.199950123334173,0.09005475919596796
NotEA,352.4135234670356,17.993758465720056,0.07477411323780607,0.5062677981124083,27.51563352863034,0.06823469014738975
