,Feature_0,Feature_1,Feature_2,Feature_3
EA,1.3918242454528804,0.08916565221462681,1.2842710342313401,0.12465242941576193
NotEA,4.250203460454941,0.08876729275689371,0.608750703323628,0.07336036716453653
