,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19
CEP,2.2678232192993164,0.0651041567325592,0.02803211286664,3.296322016473539,0.6366040918816401,0.1122865022059612,0.19435455393628,0.0045911402442785,4.217713514901279,2.192755531730265,3.6189542994919472,1.0,0.3866666666666666,0.0254785243864496,-0.0429897499999896,0.158732616496395,-0.9511726129028696,0.0172863470691369,0.2069683744506664,-3.4217161224170507e-06
DSCT,1.6397782564163208,0.00247846066486085,0.00153596157906575,0.08675898859224579,0.0340628431175882,0.8248920933043492,0.045274614581281,0.0014723752023496,2.5799248974827558,2.993455163842669,3.0135072234405325,1.0,0.3459139587861014,0.37649840419681146,-0.01117989999999475,0.1058447001630966,-0.37960949600062865,0.0086171458197994,4.0073880516006835e-11,2.596920146979344e-07
RR,1.5264011025428772,0.1161290667951107,0.06774345040321345,0.58038310209606,0.2396792227620536,0.14368195504289621,0.2426150335892992,0.0095724469771114,5.181679748413,1.8903320945247404,3.8803371587240187,1.0,0.38662272998970904,0.025442247760347397,-0.25027225000000364,0.07568355919265604,-0.7512017147307335,0.0074538866514007995,0.01526305372038275,-1.107964038591285e-06
RRc,1.513747751712799,0.03915167972445485,0.02535448316484685,0.3331988806963707,0.1419060159453941,0.1779301826207963,0.17066169108689386,0.0039548140638297,4.24398279812539,4.046864057827814,3.1615335023872237,1.0,0.4270266616548295,0.06516033135163996,0.00705765000000365,0.08115986952202031,-1.2928201032560385,0.00863341931019005,0.0008350642999787,-2.39196019714886e-06
