,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
BYDra,2.801101326942444,0.0015045816208911003,1.8999188985050854,0.0812636586722365,0.003291022773981,0.1025374951599099
RSCVN,2.423921793699264,0.002558374742591775,1.4184990030236693,0.08276139322077813,0.003063795430458975,0.08974457620993717
