,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23
BYDra,2.135571241378784,0.0020154514349997,0.9995790108864948,0.0012950087882863,0.7476562087267548,0.1808372510307584,1.3150194781900502,0.0290376136861275,0.0050824923800973,0.00323032941352,0.00301976464482,3.2302254850196164,3.154718165686754,0.0750856750000021,0.999999994300686,1.0,0.0089708774997408,0.0506992999999944,0.0594579417659282,0.3174572877819104,4.098872181941205e-06,0.0414560333081192,0.3474881205471337,-1.2332867027315004e-06
RSCVN,2.1078383922576904,0.0021536315325647497,1.1278721545842756,0.00124393859873135,0.3622615979194824,0.21358840532238094,1.067448273336009,0.03438172529196645,0.0050758767399767,0.0023989325326161997,0.0024845598897664497,2.88971454255713,3.1747898334774094,0.07409332499999975,0.9999999999938141,1.0,0.008707660771364499,0.05320415,0.0862690656774415,0.11011001775129231,4.240354942462176e-06,0.02099388184137915,0.11114863502741154,-1.5084876366825538e-06
