,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23
BYDra,9.728633508276106,0.004724506674326603,98.76400629569154,0.002101267092336503,1201730.4795747404,0.056076451306928954,0.32484079117353,0.042426384834228704,0.0368133261067065,0.008083412383331927,0.004167587000183644,1.8408793121397442,1.758010146534388,0.0339531363708976,0.12297168903554649,23.204057028063367,0.014991769118089287,0.0265199138220666,2.0860305113349216,47.6764247893972,7.267433867006639e-06,0.065955369827972,0.3368745813624034,3.707272203406759e-05
RSCVN,217.6789365541543,0.007448051872784188,118.320224503909,0.003047955636946411,655536.2524887193,0.05729781941449633,0.38124044801205587,0.026928880828259248,0.008551453345439122,0.0036609555271886304,0.003471358410046401,1.8465666732723782,1.8173402396606784,0.04707675931173028,0.10727117758403211,18.39325191370635,0.007932451697315136,0.0391155089049856,0.7767262200504956,12.05629734896366,9.787428791753228e-06,0.06143510407801784,0.33059088278068727,5.580282199632926e-05
