,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
BYDra,2.053853750228882,0.0013295319686388,0.7065413937368239,0.1818698436388139,0.0032169110786865,0.1838415011268015
RSCVN,2.213425636291504,0.0011832941250872,0.3721161632777794,0.21416837612487916,0.0022987272330352,0.1696720864148541
