,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
EA,0.1390441280098439,5.561732606979623,0.159217877094972,17.113481724779735,1.8878123953802768
NotEA,0.3082662174887429,3.648735483288921,0.3386752136752137,16.33787167198554,-0.0161007567691365
