,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
EA,0.37115957451702963,2.9066993645822996,0.06046154505792814,1.6515230968068944,1.052110189249069
NotEA,233486.3073271268,1.77277912604683,0.07477411323780607,1.8410728207924871,1.3882348043202308
