,Feature_0,Feature_1,Feature_2,Feature_3
BYDra,0.042426384834228704,0.008083412383331927,1.986584123607952,0.3368745813624034
RSCVN,0.026928880828259248,0.0036609555271886304,1.914539259018835,0.33059088278068727
