,Feature_0,Feature_1,Feature_2,Feature_3
CEP,3.296322016473539,0.0045911402442785,1.865855828620352,0.2069683744506664
DSCT,0.08675898859224579,0.0014723752023496,2.346768817273748,4.0073880516006835e-11
RR,0.58038310209606,0.0095724469771114,2.198345111183935,0.01526305372038275
RRc,0.3331988806963707,0.0039548140638297,1.531788708320059,0.0008350642999787
