,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
EA,1.4241753538399955,0.06605897772782161,2.9066993645822996,2.0347682232242206,8.461008739611807e-08,0.06046154505792814,1.6515230968068944,1.052110189249069
NotEA,151.27728273441338,0.06328985080207691,1.77277912604683,1.9087820182497188,0.06929526737502036,0.07477411323780607,1.8410728207924871,1.3882348043202308
