,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
EA,0.5461025084065892,0.2358575552670311,5.561732606979623,3.1225730481339458,1.0,0.159217877094972,17.113481724779735,1.8878123953802768
NotEA,0.7665171652516118,0.23828663334767036,3.648735483288921,3.135534652954784,1.0,0.3386752136752137,16.33787167198554,-0.0161007567691365
