,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
CEP,0.04496318797063613,6.393705273550724,2.072093116355172,0.07642482525761074,1.636229996236288,0.08067606549523085,0.2913855988050165,0.1639701953811109,0.07674370360963094,0.27060382841186065
DSCT,0.013251530081645115,0.03808250056065442,618842.9380474188,0.3710812235963879,1.7808679268673728,0.055261518134992596,0.34608888816349836,0.058470737398900706,0.03831311103374435,0.0735724678205676
RR,0.0739029611302874,0.9485755304729404,0.901059152385591,0.0641284935229692,1.4777024772595158,0.055445104453939194,0.11905370345281546,0.17316017274665388,0.05076978595801198,0.124985634979489
RRc,0.018306576026960775,0.12029004608861395,0.5043127036862294,0.035221127372820155,1.7704928708246355,0.062027351268247786,0.38531030174920083,0.06446803062876205,0.04578919536006233,0.13110919826139733
