,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15
CEP,0.046596332453191294,4.067889298887767,1.051515144875089,0.0729233997312887,0.24443632197227738,0.1188864159343743,0.007124142370163801,2.590131792106325,2.512509830115697,3.2985143150811993,0.1823730999999994,3.046129940888136,0.18285548751538946,0.11237733707871181,0.5864194923000144,0.39388009617698105
DSCT,0.006646771573286975,0.04008238528120864,0.03488755173027602,0.05364875440639308,0.7058217628694565,0.07600240905915778,0.0020203940594264998,2.8351921921861556,2.9990716509839292,3.253096688362767,0.047445075000001495,2.111175842883993,0.19505030944813034,0.050151479755997264,0.38139293598612467,1.5833094334044927e-07
RR,0.09032202791422611,0.11960081021493729,0.1741939217136303,0.02717862497098436,0.29880405043527397,0.09428552646287197,0.0102932874958774,1.2626292323473325,1.8949195044593616,3.471103423631538,0.23943483750000638,1.628062588739482,0.13917670632861423,0.03979445982996192,0.383543356018133,0.04697371560344703
RRc,0.0214301045052707,0.0743474477895254,0.13958496180524188,0.031176125625945184,0.3736059611522866,0.03402333783807887,0.004875814962455225,4.2794208799338715,2.842811425372089,2.656085293460568,0.07426682499999955,2.2511762491667255,0.13482013900443668,0.0491606933264955,0.23742655609119961,0.010928463447815968
