,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
CEP,0.02803211286664,3.296322016473539,0.6366040918816401,0.19435455393628,3.5194449796583243,0.3866666666666666,0.0254785243864496,-0.0429897499999896,0.158732616496395,0.2069683744506664
DSCT,0.00153596157906575,0.08675898859224579,0.0340628431175882,0.045274614581281,3.5672121998346116,0.3459139587861014,0.37649840419681146,-0.01117989999999475,0.1058447001630966,4.0073880516006835e-11
RR,0.06774345040321345,0.58038310209606,0.2396792227620536,0.2426150335892992,3.529400898951531,0.38662272998970904,0.025442247760347397,-0.25027225000000364,0.07568355919265604,0.01526305372038275
RRc,0.02535448316484685,0.3331988806963707,0.1419060159453941,0.17066169108689386,2.6027341203860974,0.4270266616548295,0.06516033135163996,0.00705765000000365,0.08115986952202031,0.0008350642999787
