Feature Name,Relative Importance
Beyond1Std_r,0.11815718157181565
IAR_phi_r,0.05338753387533869
GP_DRW_tau_r,0.045257452574525694
MHPS_ratio_r,0.03441734417344168
MHPS_high_r,0.03279132791327908
Period_band_r,0.03279132791327908
AndersonDarling_r,0.030623306233062263
MHPS_low_r,0.030623306233062263
Psi_eta_r,0.019241192411924048
Eta_e_r,0.018699186991869864
SF_ML_gamma_r,0.01626016260162596
Skew_r,0.015176151761517565
PercentAmplitude_r,0.014905149051490475
Amplitude_r,0.014634146341463372
Gskew_r,0.01084010840108397
Rcs_r,0.010298102981029756
SmallKurtosis_r,0.010298102981029756
LinearTrend_r,0.010027100271002643
StetsonK_r,0.008401084010840044
Autocor_length_r,0.0070460704607045455
Mean_r,0.0037940379403793465
Harmonics_mag_1_r,0.0021680216802167362
Psi_CS_r,0.0005420054200541591
Harmonics_phase_2_r,0.00027100271002705734
Harmonics_phase_7_r,0.0
Harmonics_phase_6_r,0.0
Harmonics_phase_4_r,0.0
Pvar_r,0.0
Harmonics_phase_5_r,-0.001084010840108407
Harmonics_phase_3_r,-0.004607046070460729
