,Feature_0,Feature_1,Feature_2,Feature_3
EA,5.561732606979623,0.159217877094972,1.8878123953802768,3.483165578925315
NotEA,3.648735483288921,0.3386752136752137,-0.0161007567691365,-0.49357297521670884
