,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
EA,3.2283029619822026,0.1262428565614742,1.847938462936966,3.412379109527577,0.0008740570592272
NotEA,3.4629638384334065,0.14205935436160838,-0.048056407727591954,-0.44170425740254227,0.0331900131804905
