,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
EA,2.0771106361677214,0.05901624345639315,1.0964811262747514,8.259514115816541,0.1319259744361532
NotEA,1.8261273797213968,0.08641538406169548,1.5195839100034365,27.305643877114473,0.3814056005956753
