,Feature_0,Feature_1,Feature_2,Feature_3
CEP,6.393705273550724,0.25861393704050395,0.8500338455322888,0.27060382841186065
DSCT,0.03808250056065442,0.44107153384127357,1.0745090761166591,0.0735724678205676
RR,0.9485755304729404,0.2780644388715341,0.21951032305559803,0.124985634979489
RRc,0.12029004608861395,0.29881788708602336,0.8790378120406519,0.13110919826139733
