,Feature_0,Feature_1,Feature_2,Feature_3
EA,5.561732606979623,0.159217877094972,0.3043517999999992,17.113481724779735
NotEA,3.648735483288921,0.3386752136752137,-0.0001773750000015,16.33787167198554
