,Feature_0,Feature_1,Feature_2,Feature_3
EA,2.892395674498175,0.06359083419375913,0.271916399270352,1.3118931458071568
NotEA,1.8106069349398797,0.07494846551938476,0.42739173661737445,1.4140654743020376
