,Feature_0,Feature_1,Feature_2,Feature_3
EA,5.5303767230762935,0.1594533029612756,0.2895602499999938,1.8855606133935103
NotEA,3.5428308373133746,0.3372262360107664,-0.00163175000000845,-0.027024962402854
