,Feature_0,Feature_1,Feature_2,Feature_3
EA,2.895060913859262,0.06274475015216378,0.22418220758559732,1.0964811262747514
NotEA,1.7855796097645324,0.08108515646891883,0.4306202605251378,1.5195839100034365
