,Feature_0,Feature_1,Feature_2,Feature_3
EA,5.636299113995355,0.1628701594533029,0.2847766999999948,1.847938462936966
NotEA,3.569396289189351,0.3422083140956582,-0.0022959749999991,-0.048056407727591954
