,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15
CEP,0.14911438883170647,0.051094892365504636,0.25861393704050395,1.99600769832057,1.703398849590508,0.10376648701089904,0.08067606549523085,0.2913855988050165,0.1639701953811109,0.16395270524781816,0.02116818605809912,0.07674370360963094,0.8649289088989113,7.439795264639997,0.27060382841186065,6.71919432414525e-05
DSCT,0.01519980511287535,0.04296532836389389,0.44107153384127357,1.9173674206795839,1.753077023838366,0.06754716108888513,0.055261518134992596,0.34608888816349836,0.058470737398900706,0.15679717485618566,0.014506494795315914,0.03831311103374435,1.7298814791552053,38.826897802492184,0.0735724678205676,2.8620500733299622e-05
RR,0.14273344074763683,0.03447768594044363,0.2780644388715341,2.4869931920537263,1.5443518279092698,0.0969134651681737,0.055445104453939194,0.11905370345281546,0.17316017274665388,0.10375087647914426,0.012685559687414782,0.05076978595801198,0.29984320807254716,1.080132544836348,0.124985634979489,5.289073594478436e-05
RRc,0.040700043313847335,0.03385281924796297,0.29881788708602336,1.3346552955588977,2.153900128643375,0.05018255827757177,0.062027351268247786,0.38531030174920083,0.06446803062876205,0.10700713054928196,0.007792558897694609,0.04578919536006233,0.261297449054204,1.983348767872203,0.13110919826139733,2.6017177422300293e-05
