,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19
CEP,2.3554543256759644,0.06341259554028505,0.0283982036635279,3.334801590198654,0.6286176413308571,0.1111251121787559,0.19599280187204876,0.0049369521832464,4.249897952121859,2.1820038318837875,3.7989875884193856,1.0,0.38679237664540095,0.026482644085084002,-0.04396984999999805,0.1534915214494756,-0.9331470412626639,0.0164850567993891,0.20846281616891016,-3.306523195396549e-06
DSCT,1.6558220386505127,0.0026494363555684,0.00158693734556435,0.08406616824136526,0.031549614706832,0.8069522110798457,0.046402723861745654,0.00150068108966205,2.530627361758814,2.9550920520725468,2.9177671705374646,1.0,0.3483331275466106,0.3621810068685048,-0.0120325000000072,0.108222336932221,-0.4229244596544588,0.0062306851127342504,1.623967771539607e-11,1.6358761151914346e-07
RR,1.55544775724411,0.1185106821358203,0.06597831472754476,0.5828228716132076,0.2394003303375652,0.1567424337748719,0.2407618197978174,0.0099230095713068,5.056217313802646,1.9362890421612113,3.643319376884017,1.0,0.38570756618734037,0.0238354083656154,-0.2425793999999932,0.0747202934366406,-0.7179192614156791,0.0085575675092741,0.01636360902956615,2.4648573864265346e-06
RRc,1.5462197065353394,0.0411333814263343,0.0257635898888111,0.3339426243121591,0.1499563705239728,0.1874071431602685,0.171102966667361,0.0041458361017377,4.247844511489362,4.051102067807157,3.5403107702008363,1.0,0.4318181818181818,0.059103447149739,0.0072307000000009,0.083004042278148,-1.309126010561409,0.0086398472833314,0.0013242499143662,-2.490414194183382e-06
