Feature Name,Relative Importance
AndersonDarling_r,0.0050203527815468165
Eta_e_r,0.0037991858887381157
SmallKurtosis_r,0.00271370420624151
Autocor_length_r,0.001221166892808681
Harmonics_phase_2_r,0.0008141112618724522
SF_ML_gamma_r,0.0006784260515603768
Psi_eta_r,0.00027137042062415074
MHPS_high_r,0.0
Harmonics_phase_5_r,-0.00013568521031207537
Harmonics_phase_3_r,-0.0004070556309362261
IAR_phi_r,-0.0004070556309362261
Skew_r,-0.0006784260515603768
Amplitude_r,-0.0006784260515603768
Harmonics_phase_6_r,-0.0008141112618724522
Harmonics_phase_4_r,-0.0008141112618724522
MHPS_low_r,-0.0009497964721845275
Harmonics_mag_1_r,-0.001085481682496603
Psi_CS_r,-0.001085481682496603
Rcs_r,-0.0012211668928086782
Harmonics_phase_7_r,-0.0012211668928086782
Period_band_r,-0.0012211668928086782
GP_DRW_tau_r,-0.0013568521031207537
LinearTrend_r,-0.0013568521031207537
Beyond1Std_r,-0.0013568521031207537
Mean_r,-0.0013568521031207537
MHPS_ratio_r,-0.0013568521031207537
Harmonics_mag_7_r,-0.0014925373134328291
Gskew_r,-0.0014925373134328291
StetsonK_r,-0.0016282225237449043
MedianBRP_r,-0.0024423337856173564
PercentAmplitude_r,-0.00339213025780189
