,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19
CEP,3.464140408281694,0.16513455399567423,0.04566412209999562,6.850022877916105,2.2191741969765255,0.2675547196175143,0.07893718866648124,0.0068128810323141616,2.0073402755753755,1.6719730584241368,1.983039064203063,11.442342665457927,0.07923453203692819,0.2910067128417766,0.16322487171442343,0.07958693825858884,7.561396476239215,0.05642441178798521,0.27518333448421234,7.14088764958075e-05
DSCT,2.8799651197624203,0.011818361271808572,0.0077297869603922785,0.03135010085118775,618842.9380302171,0.42782881153973806,0.04553637722059873,0.002205532903262609,1.939750937965675,1.6780620500324523,1.8072449458529267,6.365559189447095,0.05331301175508911,0.35066876368562017,0.05400209074299816,0.03957609203373829,23.48809015752049,0.04487373481056174,0.07531337811568091,2.8788603339670728e-05
RR,3.934228484244912,0.17002348572704246,0.07270372773816099,0.4404123537332366,0.9097141880245756,0.2834907913346875,0.06403332606525375,0.013759741436639685,2.495233309753431,1.5802984323178964,1.9680508167632842,5.203789535705193,0.055464506950235457,0.11763692139274022,0.173468457240853,0.04834114324241637,1.0456289934914915,0.04823728856877453,0.12851718761024467,4.6826594525096134e-05
RRc,3.329712516337722,0.04013033574538304,0.016260173368293215,0.1379688727389869,0.64358115994306,0.291822338069958,0.03305371425704417,0.00445903268777642,1.3827998491194895,2.1910099489231256,1.682553400465835,3.0854761692099344,0.061337102864549,0.3731192348486361,0.06231132493790772,0.043364608852049326,2.05436995618266,0.03554090925175144,0.15012516675754584,3.360727578941728e-05
